Crop,Season,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
0,4,-0.46495575615781787,2.4303651814257146,-0.45932446219580664,-0.44492313637310327,2.5020212607403414
0,4,-0.4255904660990347,0.8225093594081206,-0.4307588554701547,-0.40489516644879825,2.6938336815733757
0,4,-0.46854252425000464,1.4930900257161825,-0.46176435878025307,-0.44900518620185903,2.149433913499871
0,4,-0.4377977235412661,1.6980537478014968,-0.43957082344854553,-0.41743152419479757,2.628800829654255
0,4,-0.46500409535043497,5.433973423881726,-0.4592100977347744,-0.44537136339164063,2.50692437586199
0,4,-0.4255507205406607,0.6548916531368509,-0.4283184233849231,-0.40804378722036394,2.6910072407399914
0,4,-0.4684888140359857,2.497478168668012,-0.46161340532353806,-0.44909838455503026,2.132982308607866
0,4,-0.4286401320510318,1.437839890555993,-0.4307140094965877,-0.410997680494018,2.4303498904727854
0,4,-0.4648698198153875,5.046892954091454,-0.4588071711058058,-0.44563813892257526,2.4983868111097856
0,4,-0.4702805867756585,-0.1878239397376356,-0.46300277863169403,-0.45081156048703824,3.4094961844768505
0,4,-0.417892718225836,-0.7359179122673556,-0.4254446700762523,-0.4025876132644227,2.9248219805244067
0,4,-0.4248933075210685,0.3953368432292421,-0.4304659132307221,-0.4090332113697451,2.6900338034276134
0,4,-0.46843510382196674,2.50582610161468,-0.46169670500965054,-0.44912311064872873,2.124653884501384
0,4,-0.43262650413551973,-0.43088883604499895,-0.43601262636084753,-0.4161533373111622,2.9632282123472597
0,4,-0.42218094171311055,0.8864369511839258,-0.42852044154665947,-0.4065358759061976,2.135095848744497
0,4,-0.4648075159671255,5.111150069536207,-0.4590947810979359,-0.4457831099119367,2.5146965855103183
0,4,-0.4703267775597148,-0.1878239397376356,-0.4630535270435651,-0.45086481668885037,3.305053521109253
0,4,-0.41632867679360364,-0.7438264803220944,-0.4227530919685217,-0.4011475655674227,2.5442470245670132
0,4,-0.42374820575818406,0.2406804012699054,-0.4282894928431634,-0.40797889073444144,2.6930395522356574
0,4,-0.4683276833939288,1.0160495943032564,-0.46155438878896204,-0.4490242062739348,2.124653884501384
0,4,-0.4159376664355455,1.4730989231333702,-0.42246132276070797,-0.4007875536431726,2.12200487634692
0,4,-0.4703418164196401,-0.1878239397376356,-0.46305732083470597,-0.45087866330132154,3.2724165917962305
0,4,-0.42830927713267497,-1.0517114283419957,-0.43399709158431476,-0.41367540232113204,3.3264567307940727
0,4,-0.4247891097058717,0.4042339822908232,-0.43156223402850846,-0.4105589635115185,2.6930395522356574
0,4,-0.4683104961254427,1.0003422994167614,-0.4616654546185272,-0.4490888745189924,2.132982308607866
0,4,-0.4107847085025656,0.9947403970446544,-0.4218755578139688,-0.3981607295289334,2.2033959712723123
0,4,-0.3881157755737193,-1.4166039710898062,-0.4061957290070784,-0.3780917004781936,3.5784964261752674
0,4,-0.42899676787211777,-0.8563038926561576,-0.4331630466391381,-0.41575673076823844,2.814368153071578
0,4,-0.42441206400345854,0.667962758671766,-0.4298474888578902,-0.4118602027225096,2.6935984497807204
0,4,-0.4682428212557788,1.5443858768490022,-0.461544935940425,-0.44911185076605986,2.1701959049483
0,4,-0.43489844618852214,-0.8106099438954444,-0.43743101159934805,-0.42077255201548164,2.7319113930362446
0,4,-0.41052904788383526,0.8572191858705853,-0.4198075945830898,-0.40006106297016686,2.2208325911217868
0,4,-0.4645378906927503,1.884564144425754,-0.4588656110136387,-0.44596303979377344,2.4788167153901455
0,4,-0.47028273518421926,-0.1878239397376356,-0.4630201571743964,-0.4508455683759097,3.3163654461454577
0,4,-0.39422047849911535,-1.3839811278640082,-0.4080135931222403,-0.38620045172596473,3.57036770466639
0,4,-0.4254916393052398,-0.5358970452162531,-0.4275445151072854,-0.4175681643925898,2.852310865845839
0,4,-0.4073494032139123,1.4000545098500188,-0.41318375235032634,-0.40407650450651333,2.1751574833562226
0,4,-0.46384180631906446,3.47352727609036,-0.45790117276529935,-0.4460876593060138,2.4038515254185895
0,4,-0.3830380119403659,-0.6278341488525918,-0.39393970103198306,-0.38599708911533065,3.7551191135886084
0,4,-0.42155468061764934,-0.5822500413148611,-0.4202799720457531,-0.41464040469796787,3.2152091106805765
0,4,-0.4255023813480436,0.6359989627838635,-0.4237388377797607,-0.4175761528228617,2.6882253516391197
0,4,-0.42378902552083847,-0.3178622175960233,-0.42223764299180366,-0.41630199819450636,2.802169998136558
0,4,-0.4046273695674309,1.5655852328846216,-0.40544873225351047,-0.4020522362756342,2.2039479564615654
0,4,-0.46368067567700755,1.9428898338294525,-0.45718959888244476,-0.4459678328519365,2.418079797750592
0,4,-0.36891222565337695,-0.26524827178741384,-0.37415611513125613,-0.3754923033078876,3.9023696649029844
0,1,-0.47025588007720975,-0.1878239397376356,-0.4629319627929201,-0.4508459487773512,3.1457314909736493
0,1,-0.46368497249412904,0.9326801060595513,-0.45680072547992956,-0.4457267344183042,2.426318643390919
0,4,-0.41656607593956746,-0.8352143778435207,-0.41283463205226617,-0.40901769099093127,3.3031469429087044
0,4,-0.42412417725631685,0.18597947222462866,-0.41988700833707926,-0.4149060009844338,2.68840163613782
0,4,-0.424772996641666,-0.5044824554432629,-0.42049241414663396,-0.41541147841991927,3.0425275039274697
0,4,-0.40705184862824717,2.003632030138766,-0.4039570173912956,-0.40160541674243033,2.1959539291824433
0,4,-0.3575707768611313,-0.7443756864370069,-0.3577868057927534,-0.36305606722129513,4.007865958556283
0,1,-0.47024191542156485,-0.1878239397376356,-0.462904731365406,-0.450907649891165,3.1548704948922883
0,4,-0.4233195982503127,0.602497389774206,-0.41717136793362475,-0.42432154530424215,2.6871417774785678
0,4,-0.4145197167854447,-0.3100634907642671,-0.40859446462937005,-0.41933554753001373,3.023246804686766
0,4,-0.4068391561807321,2.0694269227052735,-0.4011085199729465,-0.4149837550390795,2.144091663699172
0,4,-0.3494207889858929,-0.5913668628224072,-0.3451450635008975,-0.38245060647608414,3.8919751067393973
0,1,-0.47027736416281735,-0.1878239397376356,-0.46291771900573003,-0.4510036251748593,3.3162444907174375
0,4,-0.4124690608142005,-0.726032202198932,-0.4025026067554033,-0.4325794519572314,3.303809118170158
0,4,-0.4216212812830329,0.5539475692159485,-0.4120675376552041,-0.4354963702107702,2.700739592940084
0,4,-0.4050559770753023,-0.4849307177523809,-0.3947552372554589,-0.4302168166441245,3.06686538189923
0,4,-0.41178264427903805,1.0096788033702726,-0.4017852369379182,-0.432360683088216,2.189416394888408
0,4,-0.46357755206609114,1.657192812852013,-0.45591578543506595,-0.44886831776320185,2.431355168140068
0,4,-0.34618635989767055,-0.4434107354650019,-0.3332309522669862,-0.4114543904647012,3.818697306857755
0,1,-0.47027736416281735,-0.1878239397376356,-0.46288913254068764,-0.4509168936461938,3.2994107192133875
0,4,-0.40803367134051394,-0.9826212990860136,-0.39202664186129593,-0.41344552573002435,3.463968717246735
0,4,-0.4222658038512605,0.13347536763900134,-0.4082294780308952,-0.4220134215177043,2.6925228662254073
0,4,-0.4018548483197717,-0.3125898388928641,-0.3849922457825326,-0.4097258082743118,3.132009891846539
0,4,-0.41550368790627223,1.335577711959301,-0.4005310212652806,-0.41794255549132914,2.17880194981552
0,1,-0.4632767748675849,1.5271408048407524,-0.45491918135061454,-0.44670246411579073,2.4336133554004498
0,4,-0.348466895584916,-0.743716639099112,-0.32421173724384406,-0.37758569048069,3.795938526407344
0,1,-0.4702977740441446,-0.1878239397376356,-0.46289088620176694,-0.45085834986434464,2.947941609892468
0,4,-0.4194213109168159,1.068663540111866,-0.40114464112161463,-0.4076185744890382,2.6922218876677966
0,4,-0.4073386611711085,-0.33895173240866017,-0.38648052717664705,-0.39734956149504624,3.4831653603499513
0,4,-0.3999363194750141,-0.31621459925128603,-0.3774966714516496,-0.3910583302946908,3.20727779255624
0,4,-0.407558722659987,1.6764150268739477,-0.3867476049165189,-0.39753659118938744,2.2234645789858556
