N,P,K,temperature,humidity,ph,rainfall,label
0.6411392666337823,-0.2888327999572384,0.6509931616845327,-1.588985229950355,0.15259867856717704,0.41861075463967995,0.8077120853379935,rice
0.46642287611879907,0.43733388755310354,0.46344111279817934,-1.2586829229424001,-0.01190681443399213,1.3916639161016395,1.2091595381836608,rice
-0.4071590764561169,0.3011776336449144,0.7447691861277095,-0.8010833043965223,0.1836816881503716,2.8502329468253857,1.8405881183283863,rice
0.08204681698583607,-0.6065307257430129,0.3696650883550026,0.49185602849956894,-0.027670393802182336,1.2867497233010612,1.4834790755206637,rice
0.2218199293978226,-0.2888327999572384,0.557217137241356,-1.8669456385056995,0.11371090101701323,2.465212534789327,1.8194849288719626,rice
-0.09266957352914712,-0.5157598898042202,0.557217137241356,-0.7812108430787839,0.28624518206798044,1.4559578184267268,1.6221064831983025,rice
-0.09266957352914712,0.3011776336449144,0.18211303946864918,-0.9107076261727491,0.21482650530847947,-1.0400834356629465,1.9651622798146513,rice
0.7809123790457688,0.21040679770612167,0.3696650883550026,-1.8122231380320986,0.23971806273598414,-1.0076765841222095,1.4684190543421245,rice
0.6061959885307856,0.255792215675518,0.18211303946864918,-0.2406073481185922,0.30238184707671084,0.7502186885812993,1.2733149420767642,rice
-0.12761285163214375,0.43733388755310354,0.18211303946864918,-0.7196813154805888,0.25331761754568316,0.11542346812236677,1.1169833218246417,rice
0.6760825447367789,0.21040679770612167,0.3696650883550026,0.5052572651137142,0.09540091543883378,-1.6122252082083521,1.8515995252253676,rice
0.6411392666337823,-0.10729112807965288,0.557217137241356,-0.43970382293780236,0.09863389622416885,2.2367490136726462,1.6056598960981505,rice
0.2218199293978226,0.43733388755310354,0.7447691861277095,0.6067010460961026,0.04353147703250456,-2.1168094845383556,2.1870685475671037,rice
0.7459691009427721,0.3465630516143108,-0.005439009417704233,-0.42635625612034506,0.1578890861985435,1.2939374661306433,0.5088571962441749,rice
0.7809123790457688,0.07425054379793258,0.08833701502547248,0.1858331320771081,0.021735769812103956,1.227867541216566,0.9202838114279372,rice
-0.4071590764561169,-0.016520292140860152,0.2758890639118259,-0.32730170630404015,-0.013801809835460426,1.399306176826584,1.284148248140407,rice
0.46642287611879907,-0.47037447183482384,0.46344111279817934,-1.3266718050708182,0.22938548546792265,-0.04314740115076257,2.0553760055062202,rice
0.6760825447367789,-0.6065307257430129,0.2758890639118259,-0.5083300380736973,-0.002275997539012766,1.2693999660592883,0.8639967975218606,rice
0.18687665129482597,-0.47037447183482384,-0.005439009417704233,-1.2235319650646652,-0.024353292474402714,-0.579792812257686,1.173609430185559,rice
0.571252710427789,-0.6065307257430129,0.3696650883550026,-0.5878662478487617,0.30750211649804204,-0.7616363313977789,2.3032074438121652,rice
0.6061959885307856,-0.15267654604904926,-0.005439009417704233,-1.4238567413947198,0.003254536679714518,0.30857870812140686,0.5125828433583483,rice
0.15193337319182934,-0.3796036358960311,0.6509931616845327,-0.0026941233144623334,0.2615187351267841,-2.186829528972496,1.2891914162796594,rice
-0.1625561297351404,0.48271930552249986,0.46344111279817934,-1.1929702735661447,0.05203420721267761,-0.47305318875645436,0.9840740335528569,rice
0.3965363199128058,-0.3342182179266347,0.6509931616845327,-1.5249093628964145,0.21863651415373012,-0.03409571180538704,1.31835669580175,rice
0.9206854914577554,-0.061905710110256515,0.08833701502547248,-0.6233257746100911,0.08710402480318086,2.005172045063655,1.1651996734422607,rice
-0.19749940783813702,0.21040679770612167,0.46344111279817934,-0.03303515789443479,0.00805623959532808,2.7387787682503677,1.7227879879269987,rice
0.8857422133547587,0.48271930552249986,0.6509931616845327,0.44297184368860315,0.35211365745151413,0.024951309457731483,1.9657335351107992,rice
0.8857422133547587,0.07425054379793258,0.46344111279817934,-0.23565823489346754,0.010117985553169428,1.4514235899588601,1.7779534335280065,rice
-0.4071590764561169,0.028865125828536214,0.7447691861277095,-1.627544655639567,0.3964588922725161,-0.05080140337130873,1.436378908547562,rice
0.43147959801580243,0.11963596176732895,-0.09921503386088094,-1.0617320199697824,0.019811689067968215,-0.41727825155601544,0.7238276015310607,rice
0.047103538882839434,0.39194846958370716,0.46344111279817934,-1.3788019983694897,0.44005227225616445,-0.8147757601664173,1.9800026337646444,rice
0.7110258228397756,-0.6065307257430129,0.3696650883550026,-1.1070676236825951,-0.010770283997321224,0.15385716552959955,0.7595238807366074,rice
0.46642287611879907,-0.5157598898042202,0.2758890639118259,-0.2361734582667891,0.22435042052092055,0.1661234588887164,1.1756523135785277,rice
0.9206854914577554,0.21040679770612167,0.18211303946864918,-1.8161789576711556,0.11704179730838071,-2.2880576904373626,1.9502157589277151,rice
0.571252710427789,0.255792215675518,0.7447691861277095,0.21163425735614266,0.33634107529108825,-0.22433419845743754,1.3187722852863362,rice
0.8158556571487654,0.3011776336449144,0.557217137241356,0.6046775245513418,0.16680444842861558,-0.5857439703014374,0.6454383424130135,rice
0.9556287695607519,0.39194846958370716,-0.09921503386088094,0.5906611711773507,0.07192403084297812,-0.5680880758828514,1.9816643621142676,rice
0.8158556571487654,-0.42498905386542746,-0.005439009417704233,-0.4826001672093209,0.26497610154096013,-1.2935830676355142,2.20082654711174,rice
-0.4071590764561169,-0.243447381987842,0.7447691861277095,-1.537179488057159,0.2453997688002583,2.079294679348242,2.4234247921053766,rice
-0.3023292421471269,-0.1980619640184456,0.46344111279817934,-0.36776107172052774,0.32129847189638616,-1.253629978510114,1.7233036566317708,rice
-0.33727252025012355,-0.2888327999572384,-0.005439009417704233,-0.8838225994300616,0.15889771462763674,0.2859118936060659,1.582559561515472,rice
-0.2673859640441303,-0.15267654604904926,0.6509931616845327,0.17246444666004274,0.30171788650678516,-1.341808275897479,0.9255849975496206,rice
0.3965363199128058,0.5281047234918963,-0.005439009417704233,0.16031924200237646,-0.028967399914526026,1.1477958073322456,0.7721599853347143,rice
0.36159304180980917,-0.3796036358960311,0.3696650883550026,-0.4947001458018729,0.42733065047093277,-0.0023636934959603167,2.426103428097219,rice
0.46642287611879907,0.16502137973672532,0.8385452105708862,0.4260188887795951,0.18819989742928656,1.7302327548878722,1.8671822522858483,rice
0.6760825447367789,-0.6065307257430129,0.18211303946864918,-0.09917330904303966,0.00824872791393191,-0.25183479414238175,0.4818116522502306,rice
0.15193337319182934,0.028865125828536214,0.557217137241356,-0.07636867015680562,0.39468880413805446,-1.9391661895033,0.706511868892368,rice
0.08204681698583607,-0.42498905386542746,0.18211303946864918,-0.7133174971192378,0.40567323790709875,2.744481601935906,1.3173033854073117,rice
0.25676320750081927,-0.243447381987842,0.2758890639118259,-1.297315212435601,0.02620784992129939,1.4365471859485055,0.9410541109248306,rice
0.571252710427789,0.3011776336449144,0.8385452105708862,-0.1962683309359124,-0.0027206529831976757,2.650499650748059,1.6672147939289037,rice
-0.4071590764561169,-0.5611453077736166,0.6509931616845327,-0.6428293557353626,0.2562375335859676,-1.794001229659848,1.0949077596658807,rice
0.15193337319182934,0.5281047234918963,0.2758890639118259,-1.8983771678539954,-0.009159147778559588,0.8973167364748964,0.9032585933659082,rice
0.7459691009427721,0.3465630516143108,0.557217137241356,-0.48484899213537047,0.17439320118393034,2.0184096439634427,0.675012636279406,rice
-0.23244268594113365,0.5281047234918963,0.6509931616845327,-1.183949305214629,0.14247654730979709,-1.117613671272067,1.221144800362875,rice
0.8158556571487654,0.16502137973672532,-0.005439009417704233,0.39472627494665546,0.3318055534012885,-1.3263843439625573,2.22213453737914,rice
0.11699009508883271,-0.47037447183482384,0.2758890639118259,-0.6370632215549719,0.4253683232537822,-0.10486606453921109,2.1785621591096054,rice
0.08204681698583607,0.255792215675518,0.18211303946864918,0.18200714639933316,0.29602823812466283,1.5410949702586971,1.0521570505294173,rice
